Substation ID,Substation Name,Nominal Voltage, Transformer Capacity,Firm Capacity,Maximum Demand (MVA),Demand Classification,Substation Class,Demand Headroom (MVA),lat,long
9832,Foss Islands,11.0,30.0,36,27.626,GREEN,Primary,8.373999999999999,53.96134,-1.071831
9891-11,Harrogate 132/11kV,11.0,30.0,36,32.243,GREEN,BSP,3.756999999999998,54.000992,-1.55462
9901,Oatlands,11.0,18.75,22.9,9.796,GREEN,Primary,13.104,53.976656,-1.531179
9903,Starbeck,11.0,18.75,22.9,20.16,AMBER,Primary,2.7399999999999984,53.997108,-1.498992
7490443,Barden Friar,20.0,7.5,5,0.938,GREEN,Primary,4.062,54.337751,-1.794442
9877,Bedale,11.0,24.0,22,17.55,GREEN,Primary,4.449999999999999,54.290103,-1.590491
9878,Catterick Camp,11.0,18.75,24,16.815,GREEN,Primary,7.184999999999999,54.374833,-1.729052
9881,Northallerton,11.0,18.75,24,17.76,GREEN,Primary,6.239999999999998,54.346786,-1.479224
2826869,Romanby,11.0,10.1,8,6.063,AMBER,Primary,1.9370000000000003,54.326785,-1.452923
9882-2,Richmond T2,11.0,24.0,24,3.5,GREEN,Primary,20.5,54.411318,-1.720981
9883,Thirsk,11.0,14.0,14,13.111,AMBER,Primary,0.8889999999999993,54.229896,-1.388612
9884,Wensleydale,11.0,14.0,19,10.502,GREEN,Primary,8.498,54.307973,-1.8506
9845,Kirbymoorside,11.0,24.0,24,9.86,GREEN,Primary,14.14,54.252396,-0.934797
9846,Malton,11.0,32.0,32,23.917,GREEN,Primary,8.082999999999998,54.142032,-0.796355
9849,Sheriff Hutton,11.0,18.75,24,11.619,GREEN,Primary,12.381,54.094416,-1.035702
9865,Thornton Dale,11.0,24.0,19.5,11.641,GREEN,Primary,7.859,54.231049,-0.742153
2522850,Yedingham,11.0,24.0,8,2.884,GREEN,Primary,5.116,54.191177,-0.623701
9841,Campleshon Road,11.0,18.75,24,16.505,GREEN,Primary,7.495000000000001,53.943376,-1.088535
2524256,Elvington,11.0,24.0,20,12.23,GREEN,Primary,7.77,53.924533,-0.949104
9843,Haxby Road T2 T3,11.0,15.0,14,11.2,AMBER,Primary,2.8000000000000007,53.976703,-1.075199
9844,Huntington New Lane,11.0,24.0,24,17.751,GREEN,Primary,6.248999999999999,53.979219,-1.055674
9838-11,Melrosegate 33/11kV,11.0,30.0,32,27.577,GREEN,Primary,4.422999999999998,53.959284,-1.058779
9847,Rawcliffe Lane,11.0,18.75,24,20.111,GREEN,Primary,3.8889999999999993,53.979819,-1.10608
9851,York University,11.0,24.0,24,13.209,GREEN,Primary,10.791,53.949157,-1.044266
9861,Eastfield,11.0,32.0,30.3,19.121,GREEN,Primary,11.179000000000002,54.236995,-0.399549
9862,Newby,11.0,24.0,24,11.946,GREEN,Primary,12.054,54.28903,-0.433352
9863,North Street,11.0,24.0,24,11.323,GREEN,Primary,12.677,54.284206,-0.401065
3363742,Ravenscar,11.0,10.0,8,1.7,GREEN,Primary,6.3,54.394726,-0.487684
9864,Scarborough 33/11kV,11.0,32.0,32,18.82,GREEN,Primary,13.18,54.271551,-0.417966
9866-1,Whitby T1,11.0,24.0,19.1,4.11,GREEN,Primary,14.990000000000002,54.477858,-0.612329
9867-1,Whitby West T1,11.0,24.0,24,4.75,GREEN,Primary,19.25,54.4801,-0.635154
9898,Boroughbridge,11.0,15.0,15,9.933,GREEN,Primary,5.067,54.087042,-1.414002
2822141,Roecliffe Industrial,11.0,24.0,15,9.933,GREEN,Primary,5.067,54.088817,-1.408054
9899,Coneythorpe,11.0,24.0,22,12.517,GREEN,Primary,9.483,54.030411,-1.406702
7129903,Darley,11.0,10.0,8,4.177,GREEN,Primary,3.8230000000000004,54.03223,-1.678496
9902,Ripon,11.0,24.0,24,23.369,AMBER,Primary,0.6310000000000002,54.133502,-1.521689
9897-11,Wormald Green 132/11kV,11.0,30.0,36,8.41,GREEN,BSP,27.59,54.074803,-1.521927
9893-11,Husthwaite 33/11kV,11.0,15.0,15,10.511,GREEN,Primary,4.489000000000001,54.157496,-1.227631
2530198,Sessay Bridge,11.0,24.0,12,9.747,GREEN,Primary,2.253,54.174148,-1.319278
2541519,Sowerby,11.0,24.0,12,9.747,AMBER,Primary,2.253,54.22126,-1.347912
9760,Acklam,11.0,24.0,22.8,17.54,GREEN,Primary,5.260000000000002,54.547729,-1.246387
9785-33-11,Bowesfield 33/11kV,11.0,32.0,32,13.148,GREEN,Primary,18.852,54.552028,-1.318381
9768,Millbank Lane,11.0,18.75,22.8,18.078,GREEN,Primary,4.722000000000001,54.53985,-1.298208
9771,Rudby,11.0,15.0,8.38,4.652,GREEN,Primary,3.7280000000000006,54.462529,-1.274223
9774,Stokesley,11.0,24.0,13.11,7.455,GREEN,Primary,5.654999999999999,54.476615,-1.187789
9796,Urlay Nook,11.0,24.0,48,17.854,GREEN,Primary,30.146,54.524287,-1.378542
9803,Belmont,11.0,32.0,32,22.202,GREEN,Primary,9.797999999999998,54.783402,-1.537572
9805,Durham East,11.0,18.75,22.5,18.909,RED,Primary,3.591000000000001,54.781077,-1.57657
9743,High Flatts,11.0,18.75,24,16.018,GREEN,Primary,7.981999999999999,54.864353,-1.590232
9810-20,Potter House T1 T3,20.0,25.0,28,15.967,GREEN,Primary,12.033,54.799531,-1.590776
9804,Brancepeth,20.0,40.0,28,14.04,GREEN,Primary,13.96,54.719903,-1.707941
9807,Fishburn,20.0,25.0,28,17.416,GREEN,Primary,10.584,54.694747,-1.435449
9808,Low Spennymoor,11.0,24.0,24,0.0,GREEN,Primary,24.0,54.696873,-1.590732
9809,Meadowfield,11.0,24.0,24,12.88,GREEN,Primary,11.12,54.745449,-1.611516
9826,Skerneside,20.0,40.0,34,19.865,GREEN,Primary,14.135000000000002,54.609603,-1.532425
9811-20,Spennymoor 66/20kV,20.0,44.0,44,16.78,GREEN,Primary,27.22,54.706542,-1.557141
9783,Amberton Road,11.0,40.0,40,23.255,GREEN,Primary,16.745,54.696578,-1.214338
9786,Brenda Trading,11.0,32.0,29.4,22.584,GREEN,Primary,6.815999999999999,54.665172,-1.21272
9787-20,Hartmoor 66/20kV,20.0,25.0,28,22.361,GREEN,Primary,5.638999999999999,54.701269,-1.290641
2569052,Peterlee West,11.0,32.0,32,10.619,GREEN,Primary,21.381,54.757072,-1.371598
2541255,Wynyard,11.0,40.0,40,38.2,RED,Primary,1.7999999999999972,54.639668,-1.316904
9806,Eastgate Cement,20.0,25.0,26,9.763,GREEN,Primary,16.237000000000002,54.74192,-2.080027
9821,Fylands Bridge,11.0,18.75,25.2,20.315,GREEN,Primary,4.884999999999998,54.641757,-1.680584
9822,Harmire Bridge,20.0,40.0,28,13.624,GREEN,Primary,14.376,54.553702,-1.916248
9812-20,Toronto 66/20kV,20.0,40.0,40,16.061,GREEN,Primary,23.939,54.673318,-1.702478
9741,Hawthorn Pit,20.0,25.0,28,20.93,GREEN,Primary,7.07,54.80621,-1.397895
9745,Houghton,11.0,24.0,24,16.54,GREEN,Primary,7.460000000000001,54.846149,-1.485985
9746,Peterlee Industrial,11.0,24.0,20,8.43,GREEN,Primary,11.57,54.772762,-1.358864
9747,Shotton,11.0,18.75,24.6,14.373,GREEN,Primary,10.227000000000002,54.765456,-1.355485
9748,Stoney Cut,20.0,25.0,31.9,17.058,GREEN,Primary,14.841999999999999,54.815557,-1.358562
9726,Tunstall,11.0,25.0,30.5,19.256,GREEN,Primary,11.244,54.873045,-1.393533
9721,Mount Road,11.0,24.0,24,20.84,GREEN,Primary,3.16,54.896138,-1.402579
9717-11,Offerton 33/11kV,11.0,32.0,32,17.61,GREEN,Primary,14.39,54.88243,-1.456794
9724,Pallion Trading,11.0,24.0,24,18.072,GREEN,Primary,5.928000000000001,54.909435,-1.423686
9842,Gale Lane,11.0,24.0,24,9.17,GREEN,Primary,14.83,53.949383,-1.126743
2537397,Moor Monkton Pumps,11.0,24.0,8,5.944,AMBER,Primary,2.056,54.010559,-1.198782
9848,Severus Hill,11.0,24.0,24,12.71,GREEN,Primary,11.29,53.95937,-1.118003
9850,Skeldergate,11.0,32.0,32,14.51,GREEN,Primary,17.490000000000002,53.95557,-1.084094
9879,Cowton,11.0,7.5,7.5,1.418,GREEN,Primary,6.082,54.430523,-1.505025
9927-11,Darlington 33/11kV,11.0,18.75,24,15.21,GREEN,Primary,8.79,54.527631,-1.546713
9928-11,Darlington Central 33/11kV,11.0,32.0,32,9.6,GREEN,Primary,22.4,54.526134,-1.540525
9818,Darlington East,11.0,24.0,24,17.119,GREEN,Primary,6.881,54.519269,-1.518136
9646,Ashington,11.0,18.75,24,17.25,GREEN,Primary,6.75,55.171783,-1.569511
9607,Benton Square,11.0,18.75,24,17.637,GREEN,Primary,6.3629999999999995,55.022399,-1.537589
9610-1,Cramlington T1 T3,11.0,18.75,24,11.721,GREEN,Primary,12.279,55.091819,-1.605312
9628-1,Fawdon T1,20.0,25.0,25,19.86,GREEN,Primary,5.140000000000001,55.014836,-1.666832
9611,Seaton Burn T1,20.0,25.0,25,19.86,GREEN,Primary,5.140000000000001,55.062984,-1.632787
9649,Maddison Street,11.0,24.0,24,16.769,GREEN,Primary,7.231000000000002,55.128424,-1.515224
9650,Morpeth,20.0,30.0,28,16.86,GREEN,Primary,11.14,55.163133,-1.673056
9653,Reservoir,20.0,30.0,30,19.183,GREEN,Primary,10.817,55.134371,-1.59111
7189886,Seghill,11.0,32.0,32,10.26,GREEN,Primary,21.740000000000002,55.065571,-1.535087
9655,Wansbeck,11.0,36.0,32,0.31,GREEN,Primary,31.69,55.156512,-1.545422
2771500,West Hartford,11.0,24.0,16,4.62,GREEN,Primary,11.379999999999999,55.106353,-1.596557
9662,Denwick,20.0,25.0,30,22.522,GREEN,Primary,7.4780000000000015,55.440297,-1.670428
9645-20,Linton 66/20kV,20.0,24.0,28,10.188,GREEN,Primary,17.811999999999998,55.228356,-1.605105
9648,Lynemouth,20.0,37.5,38,2.3,GREEN,Primary,35.7,55.20566,-1.534667
9663,Warkworth,20.0,25.0,25,17.22,GREEN,Primary,7.780000000000001,55.346133,-1.657178
9629,Fossway 33/11kV,11.0,24.0,24,16.134,GREEN,Primary,7.866,54.97972,-1.564689
9623-11,Gosforth 33/11kV,11.0,32.0,32,18.06,GREEN,Primary,13.940000000000001,55.009753,-1.605171
9614,Killingworth,11.0,24.0,24,18.606,GREEN,Primary,5.393999999999998,55.034015,-1.580428
9631,Longbenton,11.0,18.75,24,17.317,GREEN,Primary,6.683,55.007196,-1.591165
9612,Flatworth Central,11.0,32.0,32,16.751,GREEN,Primary,15.248999999999999,55.001356,-1.480426
9613,Howdon,11.0,18.75,24,7.545,GREEN,Primary,16.455,54.990914,-1.481839
9617,Willington,11.0,18.75,24,12.85,GREEN,Primary,11.15,55.002928,-1.512389
9608,Billy Mill,11.0,18.75,24,17.111,GREEN,Primary,6.888999999999999,55.015652,-1.474703
9615,Monkseaton,11.0,18.75,24,17.119,GREEN,Primary,6.881,55.042729,-1.470226
9616,Tynemouth Central,11.0,18.75,24,15.756,GREEN,Primary,8.244,55.012756,-1.434407
9693,Garwood Street,11.0,32.0,32,17.576,GREEN,Primary,14.424,54.986229,-1.44306
9697,Jarrow,11.0,18.75,24,6.801,GREEN,Primary,17.198999999999998,54.980148,-1.500172
9698,Simonside,11.0,24.0,24,13.18,GREEN,Primary,10.82,54.973572,-1.464085
9701,Westoe,11.0,24.0,24,10.816,GREEN,Primary,13.184,54.996389,-1.419345
9739-20,Annfield 66/20kV,20.0,25.0,28,21.0,GREEN,Primary,7.0,54.849876,-1.731872
2707936,Consett,20.0,40.0,40,22.965,GREEN,Primary,17.035,54.854434,-1.819507
9749,Tanfield,11.0,32.0,32,13.41,GREEN,Primary,18.59,54.885951,-1.701916
2841083,Newburn Haugh,11.0,30.0,38.1,6.607,GREEN,BSP,31.493000000000002,54.972388,-1.71743
9621-11,Blucher 33/11kV,11.0,24.0,24,14.88,GREEN,Primary,9.12,54.988633,-1.724316
9630,Kenton,11.0,24.0,24,15.85,GREEN,Primary,8.15,55.002569,-1.653298
2805930,Newcastle Airport,11.0,24.0,24,12.002,GREEN,Primary,11.998,55.034953,-1.710055
9636,Westerhope,11.0,18.75,24,11.689,GREEN,Primary,12.311,55.000713,-1.695132
9626,Corporation Street,11.0,18.75,24,15.2,GREEN,Primary,8.8,54.973436,-1.622116
9627,Educational Precinct,11.0,18.75,22.8,16.269,GREEN,Primary,6.531000000000002,54.9794,-1.608136
9676,Gateshead Central,11.0,18.75,22.1,13.912,GREEN,Primary,8.188,54.960373,-1.600786
9633,Pilgrim,11.0,32.0,32,19.161,GREEN,Primary,12.838999999999999,54.971822,-1.608855
9634,University,11.0,32.0,32,21.83,GREEN,Primary,10.170000000000002,54.98168,-1.617402
9672,Bensham,11.0,32.0,32,21.479,GREEN,Primary,10.521,54.952282,-1.622291
9625,Benwell,11.0,40.0,29,18.11,GREEN,Primary,10.89,54.972423,-1.661477
9674,Blaydon Burn,11.0,18.75,24,11.0,GREEN,Primary,13.0,54.962527,-1.726811
9913,Close,11.0,32.0,32,25.237,GREEN,Primary,6.763000000000002,54.965594,-1.614509
9671-20,Dunston 66/20kV,20.0,30.0,28,14.905,GREEN,Primary,13.095,54.95932,-1.659953
9706,Hexham,20.0,37.5,36,21.903,GREEN,Primary,14.097000000000001,54.977102,-2.092023
9709,West Wylam,20.0,30.0,30,18.962,GREEN,Primary,11.038,54.964898,-1.838528
9716,Harraton,11.0,30.0,36,19.592,GREEN,BSP,16.408,54.883965,-1.540401
9673-20,Birtley Grove 66/20kV,20.0,30.0,28,9.59,RED,Primary,18.41,54.900892,-1.584816
9679,Team Valley,20.0,42.0,41,31.365,RED,Primary,9.635000000000002,54.926955,-1.618149
9705,Spadeadam 20kV,20.0,15.0,12,0.0,GREEN,BSP,12.0,55.027412,-2.608331
9817,Aycliffe Industrial,11.0,24.0,19,0.45,GREEN,Primary,18.55,54.611284,-1.564932
9820,Darlington West,11.0,18.75,24,13.691,GREEN,Primary,10.309,54.529742,-1.588504
9823,Heighington,11.0,32.0,29,14.099,GREEN,Primary,14.901,54.592596,-1.579971
9824,Newton Aycliffe South,11.0,18.75,23,14.86,GREEN,Primary,8.14,54.610074,-1.584833
9825,Rise Carr,6.0,18.75,23,10.323,GREEN,Primary,12.677,54.54631,-1.559002
3357866-11,Norton 132/11kV,11.0,40.0,38.1,30.8,GREEN,BSP,7.300000000000001,54.591369,-1.363631
9692,Boldon Downhill,20.0,19.0,25.3,10.68,GREEN,Primary,14.620000000000001,54.937974,-1.452231
7377944,Breamish Street,11.0,30.0,18,10.539,GREEN,Primary,7.461,54.972589,-1.595623
9718,Carley Hill,11.0,18.75,24,16.991,GREEN,Primary,7.009,54.927654,-1.396421
9675,Carr Hill,11.0,18.75,22,17.889,GREEN,Primary,4.111000000000001,54.94386,-1.581201
2889655,Gateshead East,11.0,32.0,34.13,9.32,GREEN,Primary,24.810000000000002,54.965723,-1.584391
9677,Harlow Green,11.0,24.0,18,16.08,AMBER,Primary,1.9200000000000017,54.930423,-1.592515
9694,Hebburn,6.0,10.0,12,3.813,GREEN,Primary,8.187,54.97741,-1.518588
9695,Hebburn West,11.0,24.0,24,2.806,GREEN,Primary,21.194,54.971927,-1.525072
9696,Hedworth,11.0,32.0,32,10.899,GREEN,Primary,21.101,54.958937,-1.487069
9720,High Barmston,11.0,18.75,24,23.333,RED,Primary,0.6670000000000016,54.895815,-1.492531
9725,Sunderland T1 T2,11.0,24.0,24,17.79,RED,Primary,6.210000000000001,54.91139,-1.394004
9699,Temple Park,11.0,18.75,24,15.688,GREEN,Primary,8.312,54.962449,-1.419683
9727,Usworth,11.0,24.0,24,15.815,GREEN,Primary,8.185,54.916381,-1.496779
9635,Walker,11.0,20.0,24,15.213,GREEN,Primary,8.787,54.976382,-1.538277
9700,Wardley,6.0,15.0,19,8.16,GREEN,Primary,10.84,54.959216,-1.530032
9729,West Southwick,11.0,32.0,32,10.9,GREEN,Primary,21.1,54.92133,-1.415705
9784,Billingham Marsh House,11.0,24.0,24,14.622,GREEN,Primary,9.378,54.616027,-1.283952
9763,Faraday Street,11.0,18.75,22,18.867,GREEN,Primary,3.132999999999999,54.569419,-1.248476
9792,Malleable,11.0,32.0,32,17.162,GREEN,Primary,14.838000000000001,54.571666,-1.289038
9780-1,North Tees T1 T2,11.0,30.0,34,16.53,GREEN,Primary,17.47,54.588954,-1.265692
9795,Tees Industrial T1 T2,11.0,18.75,20,13.657,AMBER,Primary,6.343,54.608966,-1.172425
9778,Greatham,11.0,30.0,35,21.918,GREEN,BSP,13.082,54.627929,-1.208483
9761,Carlin How T3 T4,11.0,24.0,24,13.75,GREEN,Primary,10.25,54.562277,-0.909874
9764,Grangetown,11.0,24.0,24,17.425,GREEN,Primary,6.574999999999999,54.581687,-1.14919
9765,Guisborough T1 T2,11.0,24.0,24,16.266,GREEN,Primary,7.734000000000002,54.542486,-1.056927
9769,Prissick,11.0,18.75,22.8,20.644,GREEN,Primary,2.1560000000000024,54.542354,-1.210632
9770,Redcar,11.0,45.0,38.1,27.451,GREEN,Primary,10.649000000000001,54.600258,-1.062155
9773,Spencerbeck,11.0,40.0,38.11,20.711,GREEN,Primary,17.399,54.57184,-1.188935
9717-33,Offerton,33.0,100.0,114,37.805,GREEN,BSP,76.195,54.88243,-1.456794
2810936,Knaresborough,132.0,240.0,240,151.12,GREEN,GSP,88.88,54.031244,-1.48813
3357866-132,Norton,132.0,240.0,864,364.93,GREEN,GSP,499.07,54.591369,-1.363631
301538,Stella South,132.0,240.0,720,251.61,GREEN,GSP,468.39,54.974339,-1.732523
9811-132,Spennymoor GSP,132.0,240.0,576,197.63,GREEN,GSP,378.37,54.706542,-1.557141
7494777,Tynemouth,132.0,240.0,576,152.22,GREEN,GSP,423.78,55.023802,-1.499775
9785-33,Bowesfield,33.0,90.0,108,88.018,GREEN,BSP,19.982,54.552028,-1.318381
9819,Darlington North,33.0,90.0,109,62.748,GREEN,BSP,46.252,54.555464,-1.560742
9875,Leeming Bar,33.0,90.0,141,115.779,GREEN,BSP,25.221000000000004,54.327916,-1.559342
9605,Chirton Grange,33.0,60.0,72,48.0,GREEN,BSP,24.0,55.025829,-1.478545
9621-33,Blucher,33.0,90.0,114,87.213,GREEN,BSP,26.787000000000006,54.988633,-1.724316
9897-33,Wormald Green 132/33kV,33.0,60.0,72,48.139,GREEN,BSP,23.860999999999997,54.074803,-1.521927
9838-33,Melrosegate 132/33kV,33.0,90.0,180,119.212,GREEN,BSP,60.788,53.959284,-1.058779
9620,Barrack Road,33.0,120.0,114,75.096,GREEN,BSP,38.903999999999996,54.97484,-1.62408
9928-33,Darlington Central,33.0,60.0,72,43.8,GREEN,BSP,28.200000000000003,54.526134,-1.540525
9858,Scarborough Grid,33.0,120.0,100,76.27,GREEN,BSP,23.730000000000004,54.264877,-0.414492
9910,Flatworth,33.0,60.0,72,41.904,GREEN,BSP,30.095999999999997,55.00302,-1.481994
9623-33,Gosforth,33.0,90.0,108,93.095,GREEN,BSP,14.905000000000001,55.009753,-1.605171
9893-33,Husthwaite,33.0,45.0,54,27.336,GREEN,BSP,26.664,54.157496,-1.227631
9891-33,Harrogate 132/33kV,33.0,60.0,120,68.794,GREEN,BSP,51.206,54.000992,-1.55462
9739-66,Annfield,66.0,75.0,90.8,57.78,GREEN,BSP,33.019999999999996,54.849876,-1.731872
2594836,Ravensworth,66.0,75.0,90,85.151,RED,BSP,4.849000000000004,54.908805,-1.594931
9670,Coalburns,66.0,75.0,91.3,63.306,GREEN,BSP,27.994,54.939136,-1.810772
9810-66,Potter House 132/66kV,66.0,120.0,86.25,75.838,GREEN,BSP,10.412000000000006,54.799531,-1.590776
9812-66,Toronto,66.0,90.0,108,92.059,GREEN,BSP,15.941000000000003,54.673318,-1.702478
9811-66,Spennymoor 132/66kV,66.0,75.0,188,80.555,GREEN,BSP,107.445,54.706542,-1.557141
9835,Malton Grid,66.0,75.0,82,69.507,GREEN,BSP,12.492999999999995,54.150685,-0.781263
9645-66,Linton,66.0,60.0,72,56.385,GREEN,BSP,15.615000000000002,55.228356,-1.605105
9671-66,Dunston,66.0,150.0,195,88.976,GREEN,BSP,106.024,54.95932,-1.659953
9782,Seal Sands,66.0,90.0,112,35.39,GREEN,BSP,76.61,54.607156,-1.20167
9780-66,North Tees,66.0,150.0,150.6,105.18,GREEN,BSP,45.41999999999999,54.588954,-1.265692
9787-66,Hartmoor,66.0,120.0,120,88.54,GREEN,BSP,31.459999999999994,54.701269,-1.290641
9759,Lackenby,66.0,120.0,306,151.151,GREEN,BSP,154.849,54.567626,-1.133344
