Substation ID,Substation Name,Nominal Voltage, Transformer Capacity,Firm Capacity,Maximum Demand (MVA),Demand Classification,Substation Class,Demand Headroom (MVA),lat,long
4038511,Prospect Road,11.0,23.0,23,19.77,GREEN,Primary,3.2300000000000004,53.64764,-1.839828
4038506,Slaithwaite,11.0,24.0,24,7.363,GREEN,Primary,16.637,53.614195,-1.903261
7096966,Armouries Drive,11.0,30.0,30,9.528,GREEN,Primary,20.472,53.790669,-1.529957
4038670,Brookfield Street,11.0,23.0,23,10.262,GREEN,Primary,12.738,53.787082,-1.532482
4038669,Clarence Road,11.0,30.0,22.86,11.49,GREEN,Primary,11.37,53.792918,-1.534735
4038667,Holbeck,11.0,23.0,23,17.038,GREEN,Primary,5.962,53.787054,-1.549247
4038671,Leasowe Road,11.0,23.0,23,11.278,GREEN,Primary,11.722,53.772435,-1.52415
4038672,Stourton 33/11kV,11.0,18.75,19.4,15.482,AMBER,Primary,3.9179999999999993,53.765013,-1.495256
4038831,Sweet Street,11.0,30.0,30,11.075,GREEN,Primary,18.925,53.788932,-1.556162
7322111,Whitehall Road 2/3,11.0,30.0,30,6.44,GREEN,Primary,23.56,53.795222,-1.553217
4038488,Bramhope,11.0,24.0,8,3.391,GREEN,Primary,4.609,53.882559,-1.625441
4038475,Chevin End,11.0,30.0,30,7.927,GREEN,Primary,22.073,53.891452,-1.719565
4038478,Hallam Street,11.0,24.0,23,10.748,GREEN,Primary,12.252,53.873174,-1.713294
4038464,Kirk Drive,11.0,23.0,23,19.916,GREEN,Primary,3.0839999999999996,53.852203,-1.762801
4038483,North Avenue,11.0,18.75,23,12.045,GREEN,Primary,10.955,53.909099,-1.689317
4038823,Pool,11.0,24.0,23.3,8.165,GREEN,Primary,15.135000000000002,53.90231,-1.64425
4038736,Doughty Road,11.0,24.0,20.9,17.5,GREEN,Primary,3.3999999999999986,53.562503,-0.082525
4038739,Marsden Road,11.0,24.0,18,15.2,AMBER,Primary,2.8000000000000007,53.574433,-0.056578
4038550,Blue Boy Street,11.0,24.0,24,10.345,GREEN,Primary,13.655,53.386932,-1.475635
4038545,Crookesmoor Road,11.0,23.0,24,16.652,GREEN,Primary,7.347999999999999,53.387205,-1.490282
4038537,Loxley Road,11.0,24.0,8,3.059,GREEN,Primary,4.941,53.410536,-1.565099
4038546,Penistone Road,11.0,23.0,20.2,8.32,GREEN,Primary,11.879999999999999,53.397012,-1.488063
4038543,Rawson Spring Road,11.0,23.0,20.2,12.501,GREEN,Primary,7.699,53.411259,-1.495573
4038540,Stannington Road,11.0,23.0,24,15.433,GREEN,Primary,8.567,53.398512,-1.51246
4038561,Gleadless Valley,11.0,24.0,24,10.374,GREEN,Primary,13.626,53.346695,-1.443255
4038541,Marmion Road,11.0,24.0,24,22.89,AMBER,Primary,1.1099999999999994,53.362176,-1.507344
4038559,Norfolk Park,11.0,24.0,24,15.465,GREEN,Primary,8.535,53.366291,-1.44816
4038805,Saxon Road,11.0,24.0,24,10.99,GREEN,Primary,13.01,53.359528,-1.476143
4038538,Snaithing Park Road,11.0,24.0,24,11.01,GREEN,Primary,12.99,53.372446,-1.533301
4038753,Olympia Mills,11.0,30.0,30,15.94,GREEN,Primary,14.06,53.785757,-1.05174
4038752,Selby,11.0,30.0,29,23.2,GREEN,Primary,5.800000000000001,53.768936,-1.064341
4038762,Thorpe Road,11.0,24.0,24,17.899,GREEN,Primary,6.100999999999999,53.7537,-0.844553
4038853,Park Street,11.0,30.0,39,13.538,GREEN,BSP,25.462,53.432554,-1.3735
7256106,Barnsley Road,11.0,30.0,30,9.944,GREEN,Primary,20.055999999999997,53.411102,-1.453738
4038560,Bellhouse Road,11.0,23.0,23,11.231,GREEN,Primary,11.769,53.426053,-1.444101
4038563,Newhall Road,11.0,24.0,24,17.189,GREEN,Primary,6.811,53.400156,-1.437191
4038555,Stanley Street,11.0,24.0,24,14.521,GREEN,Primary,9.479,53.388452,-1.465306
4038564,Stevenson Road,11.0,24.0,19.4,9.504,GREEN,Primary,9.895999999999999,53.395227,-1.436835
4038854,Rawmarsh Road 1_2,11.0,30.0,39,23.239,GREEN,BSP,15.761,53.436429,-1.356075
4038486,Rodley Lane,11.0,12.5,15.3,13.428,AMBER,Primary,1.8719999999999999,53.824262,-1.666195
4038653,Swinnow Moor,11.0,18.75,23,14.096,GREEN,Primary,8.904,53.801643,-1.645134
4038479,Thornbury,11.0,18.75,23,14.085,GREEN,Primary,8.915,53.798569,-1.710114
4038485,Varley Street,11.0,18.75,23,14.477,GREEN,Primary,8.523,53.803819,-1.667479
4038815,Ellifoot Lane,11.0,25.0,2.1,2.38,RED,Primary,-0.2799999999999998,53.738461,-0.139321
4038809,Yorkshire Water Hull Road,11.0,24.0,23,6.686,GREEN,Primary,16.314,53.744252,-0.237718
4038773,Firth Brown,11.0,24.0,24,11.271,GREEN,Primary,12.729,53.5936,-0.616264
4038779,Hibaldstow,11.0,12.5,15.3,9.759,GREEN,Primary,5.541,53.487644,-0.583826
4038781,Pasture Road South,11.0,24.0,20,9.632,GREEN,Primary,10.368,53.688229,-0.422688
4038774,South Ferriby,11.0,30.0,21,15.253,GREEN,Primary,5.747,53.671361,-0.53163
7378946,Wrawby,11.0,30.0,30,17.598,GREEN,Primary,12.402000000000001,53.559765,-0.453356
4038875,Sculcoates A,11.0,30.0,39,24.585,GREEN,BSP,14.415,53.762567,-0.344676
4038791,Billet Lane,11.0,24.0,24,12.152,GREEN,Primary,11.848,53.616289,-0.665151
4038768,Flixborough,11.0,24.0,24,17.885,RED,Primary,6.114999999999998,53.618675,-0.69528
4038770,Foxhills,11.0,24.0,18,15.843,GREEN,Primary,2.157,53.612566,-0.663886
4038772,Bottesford,11.0,18.75,22.86,12.291,GREEN,Primary,10.568999999999999,53.560318,-0.637585
4038769,Bridges Road,11.0,23.0,23,14.125,GREEN,Primary,8.875,53.571461,-0.668238
4038554,Arundel Street,11.0,24.0,24,17.692,AMBER,Primary,6.308,53.375617,-1.469963
4038551,Ellin Street 1/3,11.0,24.0,40.8,15.076,GREEN,Primary,25.723999999999997,53.373364,-1.47496
4038568,Mansfield Road,11.0,24.0,16,11.241,GREEN,Primary,4.759,53.354769,-1.40899
4038557,Park Hill,11.0,24.0,24,13.206,GREEN,Primary,10.794,53.381903,-1.458967
4038553,Silver Street,11.0,24.0,24,12.635,GREEN,Primary,11.365,53.384347,-1.471753
4038548,Victoria Street,11.0,24.0,24,19.123,GREEN,Primary,4.876999999999999,53.380857,-1.481823
4038489,Barnoldswick,11.0,12.5,15.3,10.129,GREEN,Primary,5.171000000000001,53.924291,-2.183352
4038498,Bolton Road,11.0,12.5,15.3,6.967,GREEN,Primary,8.333000000000002,53.916778,-1.93318
4038500,Chelker Reservoir,11.0,24.0,8,4.041,GREEN,Primary,3.9589999999999996,53.95777,-1.908381
4038493,Cracoe,11.0,10.0,12.5,6.992,GREEN,Primary,5.508,54.046934,-2.028904
4038496,Crosshills,11.0,12.5,15.3,10.98,GREEN,Primary,4.32,53.895911,-1.978712
4038504,Ilkley,11.0,18.75,23,12.809,GREEN,Primary,10.191,53.926955,-1.835682
4038491,Ings Lane,11.0,23.0,8,6.36,AMBER,Primary,1.6399999999999997,53.956246,-2.035152
4038490,Salterforth,11.0,12.5,15.3,10.105,GREEN,Primary,5.195,53.909061,-2.16483
7096982,Skipton,11.0,30.0,19.2,13.677,GREEN,Primary,5.523,53.957359,-2.003234
4038492,Hebden Bridge,11.0,7.5,7.5,3.213,GREEN,Primary,4.287,53.739656,-2.030044
4038495,Mytholmroyd,11.0,12.5,15.3,9.822,GREEN,Primary,5.4780000000000015,53.734786,-1.997558
4038793,Salterhebble,11.0,24.0,24,17.588,GREEN,Primary,6.411999999999999,53.696493,-1.856284
4038806,Sowerby Bridge 33/11kV,11.0,24.0,23,17.065,GREEN,Primary,5.934999999999999,53.708776,-1.924042
4038804,Todmorden,11.0,24.0,23,12.767,GREEN,Primary,10.233,53.70877,-2.103259
4038520,Birkby,11.0,24.0,24,12.096,GREEN,Primary,11.904,53.655458,-1.791367
4038527,Dalton,11.0,24.0,24,14.22,GREEN,Primary,9.78,53.654037,-1.749997
4038521,Folly Hall,11.0,24.0,24,13.411,GREEN,Primary,10.589,53.638313,-1.787958
4038524,Saint Andrews Road 33/11kV,11.0,23.0,23,12.5,GREEN,Primary,10.5,53.650776,-1.773182
4038518,Yew Green Road,11.0,24.0,23,11.599,GREEN,Primary,11.401,53.635075,-1.801211
4038812,Dudley Hill,11.0,25.0,30,17.315,GREEN,Primary,12.684999999999999,53.774876,-1.727335
4038466,Low Moor,11.0,23.0,23,17.384,GREEN,Primary,5.616,53.75474,-1.762327
4038465,Odsal,11.0,23.0,23,16.225,GREEN,Primary,6.774999999999999,53.763769,-1.762315
4038469,Spring Mill Street,11.0,23.0,23,15.206,GREEN,Primary,7.7940000000000005,53.782774,-1.753178
4038476,Tong Street,11.0,18.75,23,12.296,GREEN,Primary,10.704,53.770518,-1.719853
4038460,Wibsey,11.0,18.75,23,12.684,GREEN,Primary,10.316,53.769132,-1.784378
4000000,Stourton 132/11kV,11.0,30.0,12,11.276,RED,BSP,0.7240000000000002,53.764824,-1.494462
4038611,Fullerton Road,11.0,24.0,24,11.633,GREEN,Primary,12.367,53.416325,-1.366983
4038655,Batley,11.0,18.75,22.9,22.664,RED,Primary,0.2359999999999971,53.707061,-1.627318
4038652,Calder Wharf,11.0,18.75,23,14.933,GREEN,Primary,8.067,53.679422,-1.654451
4038660,Denby Grange,11.0,23.0,8,3.182,GREEN,Primary,4.818,53.633176,-1.593757
4038529,Hazlehead,11.0,24.0,24,10.284,GREEN,Primary,13.716,53.540239,-1.734218
4038666,Horbury,11.0,24.0,23,10.935,GREEN,Primary,12.065,53.664506,-1.567556
4038530,Mirfield,11.0,24.0,23,14.732,GREEN,Primary,8.268,53.67049,-1.692103
4038799,Park Road,11.0,18.75,23,15.766,GREEN,Primary,7.234,53.684762,-1.632296
4038526,Scholes,11.0,24.0,24,11.277,GREEN,Primary,12.723,53.563066,-1.757849
4038819,Beighton,11.0,25.0,25,16.365,GREEN,Primary,8.635000000000002,53.356932,-1.3272
4038621,Costhorpe,11.0,12.5,10,6.565,AMBER,Primary,3.4349999999999996,53.36966,-1.126776
4038619,Dinnington,11.0,30.0,30,16.394,GREEN,Primary,13.606000000000002,53.375271,-1.221966
4038603,Edlington,11.0,18.75,23,16.073,GREEN,Primary,6.927,53.484866,-1.182996
4038572,Hackenthorpe,11.0,24.0,24,12.86,GREEN,Primary,11.14,53.350324,-1.38449
4038616,Kiveton Park,11.0,12.5,15.3,8.941,GREEN,Primary,6.359,53.334478,-1.259867
4038615,Mexborough 1_2,11.0,24.0,24,18.035,GREEN,Primary,5.965,53.493265,-1.26399
4038617,New Orchard Lane,11.0,18.75,23,14.998,RED,Primary,8.002,53.40221,-1.254052
4038614,Silverwood,11.0,18.75,23,14.545,GREEN,Primary,8.455,53.440495,-1.279235
4038676,Denby Dale Road,11.0,24.0,24,10.87,GREEN,Primary,13.13,53.664464,-1.508047
4038674,Durkar Low Lane,11.0,18.75,24,16.672,GREEN,Primary,7.327999999999999,53.648308,-1.511993
4038678,Woodcock Street,11.0,23.0,20.2,13.04,GREEN,Primary,7.16,53.667211,-1.486039
4038677,York Street,11.0,23.0,23,17.412,GREEN,Primary,5.588000000000001,53.686101,-1.498884
4038673,Alverthorpe Road,11.0,18.75,23,14.585,GREEN,Primary,8.415,53.682378,-1.519703
4038785,Kenmore Road,11.0,24.0,24,16.55,GREEN,Primary,7.449999999999999,53.717238,-1.520547
4038662,Milton Place,11.0,18.75,23,16.145,GREEN,Primary,6.855,53.68499,-1.579283
4038675,Outwood,11.0,18.75,23,19.676,AMBER,Primary,3.3240000000000016,53.717998,-1.510715
4038679,Royds Lane,11.0,23.0,23,13.601,GREEN,Primary,9.399,53.746313,-1.475411
4038808,Aldham,11.0,25.0,25,13.103,AMBER,Primary,11.897,53.533466,-1.416723
4038800,Dearne Road,11.0,24.0,24,12.86,AMBER,Primary,11.14,53.511175,-1.330238
4038558,Ecclesfield,11.0,18.75,23,13.385,AMBER,Primary,9.615,53.444397,-1.45213
4038582,Elsecar,11.0,18.75,23,8.444,AMBER,Primary,14.556,53.496285,-1.412932
4038583,Houghton Main,11.0,12.5,15.3,7.655,AMBER,Primary,7.6450000000000005,53.547067,-1.363933
7393498,Kilnhurst,11.0,30.0,30,16.567,AMBER,Primary,13.433,53.46786,-1.316816
4038552,Tankersley Park,11.0,18.75,23,19.573,AMBER,Primary,3.4269999999999996,53.478214,-1.470498
4038584,Wath Upon Dearne,11.0,30.0,24,13.159,AMBER,Primary,10.841,53.502993,-1.329914
4038577,Worsbrough Park,11.0,18.75,23,15.633,AMBER,Primary,7.367000000000001,53.51748,-1.461613
4038646,Barwick,11.0,23.0,23,12.664,GREEN,Primary,10.336,53.817488,-1.434463
4038682,Ninelands Lane,11.0,23.0,23,13.393,GREEN,Primary,9.607,53.792644,-1.376042
4038642,Oakwood Lane,11.0,18.75,23,9.975,GREEN,Primary,13.025,53.815842,-1.490346
4038640,Roman Avenue,11.0,18.75,23,12.319,GREEN,Primary,10.681,53.847085,-1.50875
4038644,Seacroft,11.0,23.0,23,11.049,GREEN,Primary,11.951,53.826812,-1.462769
4038645,Sledmere Garth,11.0,18.75,23,5.207,GREEN,Primary,17.793,53.825647,-1.447335
4038566,Tinsley Park Road,11.0,24.0,24,17.085,AMBER,Primary,6.914999999999999,53.398727,-1.417212
4038829,Waverley Business Park,11.0,40.0,38,8.51,GREEN,Primary,29.490000000000002,53.384689,-1.378259
7208979,Shepcote Tinsley,11.0,30.0,30,1.753,GREEN,Primary,28.247,53.402925,-1.406689
4038744,Belmont Covert,11.0,24.0,8,3.621,GREEN,Primary,4.379,53.338088,-0.160653
4038729,Caistor,11.0,12.0,9.5,6.4,GREEN,Primary,3.0999999999999996,53.499604,-0.321014
4038747,Grainthorpe,11.0,7.5,7.5,5.204,GREEN,Primary,2.2960000000000003,53.442602,0.09517
4038811,Keddington Road,11.0,25.0,12,6.79,GREEN,Primary,5.21,53.377176,0.015109
4038746,Louth,11.0,23.0,23,19.866,GREEN,Primary,3.1340000000000003,53.382033,-0.012377
4038745,North Thoresby,11.0,24.0,8,4.211,GREEN,Primary,3.7889999999999997,53.45421,-0.072885
4038748,South Reston,11.0,24.0,8,3.748,GREEN,Primary,4.252,53.323075,0.112967
4038820,Walesby,11.0,24.0,8,6.06,AMBER,Primary,1.9400000000000004,53.395613,-0.320049
4038734,BTP,11.0,18.75,23,15.573,GREEN,Primary,7.427,53.581978,-0.10766
4038733,Great Coates,11.0,23.0,23,18.014,GREEN,Primary,4.986000000000001,53.575073,-0.128627
4038735,Scartho,11.0,18.75,23,19.02,GREEN,Primary,3.9800000000000004,53.53475,-0.099919
4038892,Yarborough Road 33/11kV,11.0,24.0,23,13.112,GREEN,Primary,9.888,53.565336,-0.109445
4038716,Alfred Gelder Street,11.0,24.0,24,13.75,GREEN,Primary,10.25,53.745048,-0.331316
4038712,Clarendon Street,11.0,18.75,23,15.246,GREEN,Primary,7.754,53.745939,-0.353152
4038706,County Road North,11.0,23.0,23,15.104,GREEN,Primary,7.896000000000001,53.757311,-0.392771
4038705-1,Hessle Road 1,11.0,23.0,23,5.963,GREEN,Primary,17.037,53.728861,-0.396186
4038708,National Avenue,11.0,24.0,24,7.966,GREEN,Primary,16.034,53.755104,-0.382819
4038709,Plangeo,11.0,24.0,24,14.041,GREEN,Primary,9.959,53.740104,-0.375797
4038710,West Docks,11.0,23.0,23,13.299,GREEN,Primary,9.701,53.730583,-0.374673
7096973,Keadby,132.0,240.0,590,278.08,GREEN,GSP,311.92,53.597234,-0.749868
7096988-1,West Melton / Thorpe Marsh,132.0,120.0,696,381.4,GREEN,GSP,314.6,53.502047,-1.378108
7096988-3,West Melton Section 3,132.0,180.0,418,212.2,GREEN,GSP,205.8,53.502047,-1.378108
4038692-66,Ferrybridge A,66.0,180.0,198,85.5,GREEN,BSP,112.5,53.719407,-1.271233
4038899,Doncaster B/Thorpe Marsh,66.0,120.0,223,136.341,GREEN,BSP,86.65899999999999,53.525785,-1.14708
4038847,Attercliffe,33.0,72.0,69,44.91,GREEN,BSP,24.090000000000003,53.390859,-1.427075
4038848,Blackburn Meadows B,33.0,60.0,78,31.1,GREEN,BSP,46.9,53.418848,-1.40248
4038851,Doncaster Central,33.0,90.0,117,28.644,GREEN,BSP,88.356,53.52657,-1.138541
4038849,Barugh 132/66kV,66.0,75.0,98,65.06,GREEN,BSP,32.94,53.573441,-1.519187
4038896,Hunshelf,66.0,60.0,156,73.677,GREEN,BSP,82.323,53.495851,-1.60496
4038865,Wakefield Monckton Road,33.0,90.0,117,48.93,GREEN,BSP,68.07,53.666046,-1.509663
4038841,Bingley 132/33kV,33.0,90.0,117,52.915,GREEN,BSP,64.08500000000001,53.852924,-1.840945
4038834,Bradford,33.0,90.0,117,80.781,GREEN,BSP,36.218999999999994,53.80252,-1.752631
4038833,Girlington,33.0,90.0,117,51.44,GREEN,BSP,65.56,53.795488,-1.79043
4038842,Holmfield,33.0,90.0,117,73.097,GREEN,BSP,43.903000000000006,53.750682,-1.874827
4038836,Menston,33.0,90.0,117,53.231,GREEN,BSP,63.769,53.884952,-1.725661
4038839,Silsden,33.0,54.0,108,88.121,GREEN,BSP,19.879000000000005,53.90896,-1.923621
4038873,Beverley 132/33kV,33.0,90.0,103.5,81.21,GREEN,BSP,22.290000000000006,53.820999,-0.41555
4038878,Bransholme,33.0,90.0,117,44.929,GREEN,BSP,72.071,53.789597,-0.305036
4038871,Hull West,33.0,108.0,117,49.082,GREEN,BSP,67.918,53.723061,-0.462966
4038874,Hull South,33.0,108.0,117,73.53,GREEN,BSP,43.47,53.732767,-0.379709
4038846,Brighouse 132/33kV,33.0,90.0,117,67.37,GREEN,BSP,49.629999999999995,53.699062,-1.767527
4038844,Lindley,33.0,90.0,117,66.27,GREEN,BSP,50.730000000000004,53.655311,-1.828296
4038897,Sowerby Bridge 132/33kV,33.0,90.0,117,65.511,GREEN,BSP,51.489000000000004,53.708652,-1.923183
4038862,Thornhill 132kV,33.0,90.0,114,86.848,GREEN,BSP,27.152,53.677611,-1.653325
4038861,Bramham,33.0,90.0,117,63.131,GREEN,BSP,53.869,53.871854,-1.327696
4038868,Featherstone,33.0,108.0,117,76.4,GREEN,BSP,40.599999999999994,53.686385,-1.384838
4038869,Kirkhaw Lane,33.0,90.0,117,51.614,GREEN,BSP,65.386,53.719887,-1.276782
4038860,Whinmoor,33.0,108.0,117,64.04,GREEN,BSP,52.959999999999994,53.833682,-1.459228
4038884,Humberston,33.0,90.0,117,30.455,GREEN,BSP,86.545,53.535669,-0.048852
4038881,Immingham,33.0,90.0,117,68.087,GREEN,BSP,48.913,53.615164,-0.192429
4038883,Moss Road,33.0,45.0,59,36.567,GREEN,BSP,22.433,53.563121,-0.080851
4038882,Yarborough Road 132/33kV,33.0,90.0,117,57.3,GREEN,BSP,59.7,53.565885,-0.108887
4038891,Blyton,33.0,60.0,78,47.666,GREEN,BSP,30.334000000000003,53.435738,-0.713788
4038885,Wold Newton,33.0,90.0,99,47.169,GREEN,BSP,51.831,53.478728,-0.169591
7096967,Beeston Royds 132/33kV,33.0,90.0,228,103.97,GREEN,BSP,124.03,53.775884,-1.583812
7096978,Saltend North,132.0,180.0,216,98.56,GREEN,GSP,117.44,53.742735,-0.238201
4038837,Heckmondwike,33.0,90.0,52,48.742,GREEN,BSP,3.2580000000000027,53.711371,-1.679987
4038858,Leeds North,33.0,90.0,117,60.18,GREEN,BSP,56.82,53.813722,-1.541528
4038900,Low Road,33.0,120.0,228,81.842,GREEN,BSP,146.15800000000002,53.780045,-1.523301
4038838,Rodley,33.0,108.0,117,69.999,GREEN,BSP,47.001000000000005,53.82118,-1.664106
4038845,Saint Andrews Road 132/33kV,33.0,108.0,71,61.985,GREEN,BSP,9.015,53.651077,-1.772692
4038866,Wakefield North,33.0,90.0,104,71.62,GREEN,BSP,32.379999999999995,53.70603,-1.498883
4038661-6,Beeston Royds 6/7,11.0,40.0,26,21.248,RED,Primary,4.751999999999999,53.7765,-1.583929
4038705-2,Hessle Road 2,11.0,23.0,23,10.679,GREEN,Primary,12.321,53.728861,-0.396186
4038792-2,Elmhirst Lane 2,11.0,24.0,24,11.56,GREEN,Primary,12.44,53.547075,-1.538091
4038766-2,Newport 2,11.0,24.0,18.4,5.881,GREEN,Primary,12.518999999999998,53.765822,-0.696853
4038888,Scunthorpe South,33.0,108.0,112,27.572,GREEN,BSP,84.428,53.575306,-0.622667
4038497-2,Haworth 2,11.0,30.0,30,3.694,GREEN,Primary,26.306,53.838237,-1.938934
7558610,Halifax 132/33kV,33.0,60.0,72,38.64,GREEN,BSP,33.36,53.72608,-1.85793
